default		00:00:00.000	0.0	00:00:02.230	2.23	00:00:02.230	2.23	
default		00:00:08.100	8.1	00:00:09.300	9.3	00:00:01.200	1.2	
default		00:00:12.710	12.71	00:00:14.340	14.34	00:00:01.630	1.63	
default		00:00:14.825	14.825	00:00:18.705	18.705	00:00:03.880	3.88	
default		00:00:29.165	29.165	00:00:29.665	29.665	00:00:00.500	0.5	
default		00:00:30.445	30.445	00:00:34.155	34.155	00:00:03.710	3.71	
default		00:00:37.480	37.48	00:00:40.810	40.81	00:00:03.330	3.33	
default		00:00:41.535	41.535	00:00:44.645	44.645	00:00:03.110	3.11	
default		00:00:48.750	48.75	00:00:52.350	52.35	00:00:03.600	3.6	
default		00:01:01.980	61.98	00:01:07.500	67.5	00:00:05.520	5.52	
default		00:01:08.470	68.47	00:01:09.150	69.15	00:00:00.680	0.68	
default		00:01:11.670	71.67	00:01:12.340	72.34	00:00:00.670	0.67	
default		00:01:13.345	73.345	00:01:15.785	75.785	00:00:02.440	2.44	
default		00:01:39.685	99.685	00:01:45.405	105.405	00:00:05.720	5.72	
default		00:01:49.525	109.525	00:01:50.555	110.555	00:00:01.030	1.03	
default		00:01:53.940	113.94	00:01:59.640	119.64	00:00:05.700	5.7	
