default		00:00:16.310	16.31	00:00:17.150	17.15	00:00:00.840	0.84	
default		00:00:18.900	18.9	00:00:19.450	19.45	00:00:00.550	0.55	
default		00:00:22.825	22.825	00:00:23.305	23.305	00:00:00.480	0.48	
default		00:00:26.585	26.585	00:00:26.875	26.875	00:00:00.290	0.29	
default		00:00:47.600	47.6	00:00:49.170	49.17	00:00:01.570	1.57	
default		00:01:07.195	67.195	00:01:08.245	68.245	00:00:01.050	1.05	
default		00:01:20.890	80.89	00:01:24.850	84.85	00:00:03.960	3.96	
default		00:01:34.760	94.76	00:01:35.850	95.85	00:00:01.090	1.09	
default		00:01:45.885	105.885	00:01:46.315	106.315	00:00:00.430	0.43	
default		00:01:57.350	117.35	00:01:58.380	118.38	00:00:01.030	1.03	
