default		00:00:08.990	8.99	00:00:09.790	9.79	00:00:00.800	0.8	
default		00:00:22.920	22.92	00:00:25.580	25.58	00:00:02.660	2.66	
default		00:00:28.590	28.59	00:00:30.190	30.19	00:00:01.600	1.6	
default		00:00:33.310	33.31	00:00:35.620	35.62	00:00:02.310	2.31	
default		00:00:38.205	38.205	00:00:39.725	39.725	00:00:01.520	1.52	
default		00:00:48.445	48.445	00:00:49.125	49.125	00:00:00.680	0.68	
default		00:00:50.855	50.855	00:00:51.385	51.385	00:00:00.530	0.53	
default		00:00:54.260	54.26	00:00:54.600	54.6	00:00:00.340	0.34	
default		00:00:59.220	59.22	00:01:00.950	60.95	00:00:01.730	1.73	
default		00:01:06.485	66.485	00:01:10.695	70.695	00:00:04.210	4.21	
default		00:01:13.550	73.55	00:01:14.040	74.04	00:00:00.490	0.49	
default		00:01:16.445	76.445	00:01:17.495	77.495	00:00:01.050	1.05	
default		00:01:19.200	79.2	00:01:20.190	80.19	00:00:00.990	0.99	
default		00:01:25.375	85.375	00:01:26.385	86.385	00:00:01.010	1.01	
default		00:01:30.020	90.02	00:01:30.440	90.44	00:00:00.420	0.42	
default		00:01:43.010	103.01	00:01:44.870	104.87	00:00:01.860	1.86	
default		00:01:48.460	108.46	00:01:49.580	109.58	00:00:01.120	1.12	
default		00:01:51.770	111.77	00:01:52.500	112.5	00:00:00.730	0.73	
default		00:01:54.005	114.005	00:01:54.375	114.375	00:00:00.370	0.37	
