default		00:00:02.570	2.57	00:00:03.080	3.08	00:00:00.510	0.51	
default		00:00:03.900	3.9	00:00:04.520	4.52	00:00:00.620	0.62	
default		00:00:06.960	6.96	00:00:09.260	9.26	00:00:02.300	2.3	
default		00:00:13.690	13.69	00:00:14.260	14.26	00:00:00.570	0.57	
default		00:00:27.855	27.855	00:00:28.955	28.955	00:00:01.100	1.1	
default		00:00:42.115	42.115	00:00:43.285	43.285	00:00:01.170	1.17	
default		00:00:45.920	45.92	00:00:46.420	46.42	00:00:00.500	0.5	
default		00:01:03.890	63.89	00:01:06.680	66.68	00:00:02.790	2.79	
default		00:01:11.395	71.395	00:01:12.245	72.245	00:00:00.850	0.85	
default		00:01:17.260	77.26	00:01:18.220	78.22	00:00:00.960	0.96	
default		00:01:22.340	82.34	00:01:23.170	83.17	00:00:00.830	0.83	
default		00:01:24.075	84.075	00:01:24.625	84.625	00:00:00.550	0.55	
default		00:01:26.860	86.86	00:01:29.460	89.46	00:00:02.600	2.6	
default		00:01:30.840	90.84	00:01:32.420	92.42	00:00:01.580	1.58	
default		00:01:35.360	95.36	00:01:36.540	96.54	00:00:01.180	1.18	
default		00:01:38.690	98.69	00:01:39.080	99.08	00:00:00.390	0.39	
default		00:01:52.255	112.255	00:01:53.135	113.135	00:00:00.880	0.88	
default		00:01:54.395	114.395	00:01:56.935	116.935	00:00:02.540	2.54	
