default		00:00:03.590	3.59	00:00:03.880	3.88	00:00:00.290	0.29	
default		00:00:04.370	4.37	00:00:04.650	4.65	00:00:00.280	0.28	
default		00:00:31.360	31.36	00:00:31.840	31.84	00:00:00.480	0.48	
default		00:00:34.660	34.66	00:00:37.050	37.05	00:00:02.390	2.39	
default		00:00:47.055	47.055	00:00:47.515	47.515	00:00:00.460	0.46	
default		00:00:59.895	59.895	00:01:00.205	60.205	00:00:00.310	0.31	
default		00:01:00.630	60.63	00:01:00.860	60.86	00:00:00.230	0.23	
default		00:01:06.645	66.645	00:01:06.955	66.955	00:00:00.310	0.31	
default		00:01:08.430	68.43	00:01:08.880	68.88	00:00:00.450	0.45	
default		00:01:11.565	71.565	00:01:12.215	72.215	00:00:00.650	0.65	
default		00:01:19.790	79.79	00:01:20.540	80.54	00:00:00.750	0.75	
default		00:01:21.105	81.105	00:01:21.845	81.845	00:00:00.740	0.74	
default		00:01:34.045	94.045	00:01:35.105	95.105	00:00:01.060	1.06	
default		00:01:41.845	101.845	00:01:42.465	102.465	00:00:00.620	0.62	
default		00:01:54.145	114.145	00:01:55.545	115.545	00:00:01.400	1.4	
